model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2,4.986543780858249,0.28514114022254944,7.734948465238429e-06,1.4218687794435838,81.14,85.14,-4.0,4.0
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3,1.4190487506895355,0.9902994632720947,6.044308247510344e-05,1.4052832161647835,81.14,85.01,-3.8700000000000045,3.8700000000000045
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1,2.943383676415742,0.23057745397090912,1.4073330930841621e-05,0.678677914167476,81.14,85.08,-3.9399999999999977,3.9399999999999977
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2,2.638888417543112,0.5133278369903564,1.3924908772524861e-05,1.3546148834363103,81.14,85.19,-4.049999999999997,4.049999999999997
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3,1.4492863514322265,0.3979097604751587,2.4286484404001385e-05,0.5766851849583139,81.14,85.13,-3.989999999999995,3.989999999999995
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1,8.472190577384325,0.32977762818336487,1.006401453196304e-05,2.793938914127255,81.14,85.19,-4.049999999999997,4.049999999999997
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2,27.409344464883823,1.215232491493225,8.241322777596199e-06,33.30872596425681,81.14,84.98,-3.8400000000000034,3.8400000000000034
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3,18.27094362119568,0.8854203224182129,1.351044193143025e-05,16.17746479196407,81.14,84.95,-3.8100000000000023,3.8100000000000023
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0,23.97642867211942,1.1377794742584229,8.680568498675711e-06,27.279888409158612,81.14,85.22,-4.079999999999998,4.079999999999998
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1,5.169097043033959,0.3876931667327881,5.915728252148256e-06,2.0040236017629267,81.14,85.05,-3.9099999999999966,3.9099999999999966
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2,5.2599707900126,0.9153313040733337,6.207487684959132e-06,4.814615922609877,81.14,85.1,-3.9599999999999937,3.9599999999999937
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3,3.3873976951749456,0.553768515586853,8.449836968793534e-06,1.875834193359357,81.14,85.07,-3.9299999999999926,3.9299999999999926
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1,8.042193389195267,0.47205591201782227,7.203001587186009e-06,3.796364934960273,81.14,85.17,-4.030000000000001,4.030000000000001
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2,4.529865940835721,1.196418046951294,8.113729159554674e-06,5.419613361885859,81.14,85.12,-3.980000000000004,3.980000000000004
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3,2.4962042118883465,0.43419039249420166,6.625219612033106e-06,1.0838278865054805,81.14,85.16,-4.019999999999996,4.019999999999996
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1,2.7536262125732045,0.46138501167297363,7.040176569717005e-06,1.270481862231094,81.14,85.12,-3.980000000000004,3.980000000000004
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2,0.7357496578861831,1.0706111192703247,7.26054632751685e-06,0.7877017647322849,81.14,85.1,-3.9599999999999937,3.9599999999999937
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3,1.309413457997361,0.3172430992126465,4.8407455324195325e-06,0.4154023835658313,81.14,85.08,-3.9399999999999977,3.9399999999999977
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1,22.53681284704326,0.986239492893219,7.524410193582298e-06,22.22669487369733,81.14,85.0,-3.8599999999999994,3.8599999999999994
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2,22.274769586036008,3.550236940383911,6.019146288357054e-06,79.08070982288508,81.14,85.2,-4.060000000000002,4.060000000000002
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3,9.83263331727376,1.9481786489486694,7.431711765093496e-06,19.15572629165407,81.14,85.27,-4.1299999999999955,4.1299999999999955
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0,35.5710092867493,3.3221511840820312,6.33650051895529e-06,118.17227062096713,81.14,85.06,-3.9200000000000017,3.9200000000000017
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1,8.377343998384223,1.2383009195327759,4.723743131762603e-06,10.373672776441564,81.14,85.15,-4.010000000000005,4.010000000000005
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2,11.190342016192922,3.2663357257843018,5.5378142052278336e-06,36.551413911236075,81.14,85.1,-3.9599999999999937,3.9599999999999937
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3,10.488962549095756,1.6366509199142456,6.2433277889795136e-06,17.16677020492364,81.14,85.11,-3.969999999999999,3.969999999999999
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1,16.311479366038693,1.5249660015106201,5.817283636133652e-06,24.87445146755101,81.14,85.21,-4.069999999999993,4.069999999999993
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2,24.4548390450301,4.891812324523926,8.293681377027598e-06,119.62848303472715,81.14,85.14,-4.0,4.0
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3,16.254809682797163,2.225543737411499,8.489775609632488e-06,36.17578989236502,81.14,85.21,-4.069999999999993,4.069999999999993
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1,28.072188627738893,1.7447079420089722,6.655532615695847e-06,48.97777044839,81.14,85.07,-3.9299999999999926,3.9299999999999926
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2,31.32035411873249,4.770096302032471,8.087321475613862e-06,149.40110536011332,81.14,85.18,-4.040000000000006,4.040000000000006
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3,17.01972758151867,2.113907814025879,8.063918357947841e-06,35.97813512716409,81.14,85.15,-4.010000000000005,4.010000000000005
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1,30.38437554408798,1.6507134437561035,6.296972060226835e-06,50.1558971907602,81.14,85.11,-3.969999999999999,3.969999999999999
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2,12.72447095220051,5.6825361251831055,9.634291119356123e-06,72.30726585972246,81.14,85.09,-3.950000000000003,3.950000000000003
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3,11.327837457586996,1.5301543474197388,5.837075605086284e-06,17.333339732590904,81.14,85.15,-4.010000000000005,4.010000000000005
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1,21.47903985496541,1.334587574005127,5.09104756929446e-06,28.66565969199772,81.14,85.08,-3.9399999999999977,3.9399999999999977
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2,4.283752344714271,4.911669731140137,8.32734804134816e-06,21.040376727233674,81.14,85.13,-3.989999999999995,3.989999999999995
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3,5.2528985380262565,1.1909571886062622,4.543141130852746e-06,6.255977274881696,81.14,85.13,-3.989999999999995,3.989999999999995
